Pašvaldība;Pārbaudījums;Izsglītības iestādes nosaukums;Izglītības iestādes, kuras struktūrvienība ir iestāda nosaukums;Vidējais, %;Kārtotāju skaits;0-9%;10-19%;20-29%;30-39%;40-49%;50-59%;60-69%;70-79%;80-89%;90-100%
Rēzekne;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Austrumlatvijas Tehnoloģiju vidusskola;;64,9;43;;;;;4;11;14;9;5;
Rēzekne;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Austrumlatvijas Tehnoloģiju vidusskola;;51,0;32;;3;4;2;4;5;10;2;2;
Rēzekne;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Austrumlatvijas Tehnoloģiju vidusskola;;52,6;11;;;1;2;;5;1;1;1;
Rēzekne;Eksāmens programmēšanā (augstākais mācību satura apguves līmenis);Austrumlatvijas Tehnoloģiju vidusskola;;52,5;13;;;;1;5;4;1;2;;
Rēzekne;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Austrumlatvijas Tehnoloģiju vidusskola;;45,5;8;;;1;2;3;1;1;;;
Rēzekne;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Jāņa Ivanova Rēzeknes mūzikas vidusskola;;76,9;9;;;;;;1;1;2;4;1
Rēzekne;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Jāņa Ivanova Rēzeknes mūzikas vidusskola;;70,3;9;;;;1;;;1;6;1;
Rēzekne;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Jāņa Ivanova Rēzeknes mūzikas vidusskola;;48,2;9;;1;;;2;5;1;;;
Rēzekne;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Rēzeknes 2. vidusskola;;57,1;14;;;;1;3;3;5;2;;
Rēzekne;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Rēzeknes 2. vidusskola;;57,6;22;;;5;1;2;3;4;2;4;1
Rēzekne;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Rēzeknes 2. vidusskola;;35,6;5;;;2;1;1;1;;;;
Rēzekne;Eksāmens ģeogrāfijā (augstākais mācību satura apguves līmenis;Rēzeknes 2. vidusskola;;40,7;6;;;;3;2;1;;;;
Rēzekne;Eksāmens kultūrā un mākslā (augstākais mācību satura apguves līmenis);Rēzeknes 2. vidusskola;;34,0;2;;;;2;;;;;;
Rēzekne;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Rēzeknes 2. vidusskola;;37,3;3;;;;2;1;;;;;
Rēzekne;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Rēzeknes 2. vidusskola;;42,4;28;;1;4;4;9;9;1;;;
Rēzekne;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Rēzeknes 2. vidusskola;;45,6;8;;1;1;;3;;3;;;
Rēzekne;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Rēzeknes 2. vidusskola;;37,9;25;1;8;2;4;2;2;4;1;;1
Rēzekne;Eksāmens programmēšanā (augstākais mācību satura apguves līmenis);Rēzeknes 2. vidusskola;;63,7;3;;;;;1;;1;1;;
Rēzekne;Eksāmens vēsturē (augstākais mācību satura apguves līmenis);Rēzeknes 2. vidusskola;;23,0;1;;;1;;;;;;;
Rēzekne;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Rēzeknes 4. vidusskola;;30,9;22;;3;7;9;1;1;1;;;
Rēzekne;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Rēzeknes 4. vidusskola;;23,5;15;;6;6;2;1;;;;;
Rēzekne;Eksāmens krievu valodā (augstākais mācību satura apguves līmenis);Rēzeknes 4. vidusskola;;63,6;19;;;;;2;5;8;3;1;
Rēzekne;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Rēzeknes 4. vidusskola;;23,6;5;1;1;;3;;;;;;
Rēzekne;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Rēzeknes 4. vidusskola;;30,1;34;2;4;13;7;3;4;;1;;
Rēzekne;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Rēzeknes 4. vidusskola;;14,8;36;11;16;7;2;;;;;;
Rēzekne;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Rēzeknes Katoļu vidusskola;;54,0;5;;;;3;;;;1;;1
Rēzekne;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Rēzeknes Katoļu vidusskola;;49,2;5;;;1;2;;;;2;;
Rēzekne;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Rēzeknes Katoļu vidusskola;;33,8;5;;2;1;;1;;1;;;
Rēzekne;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Rēzeknes Mākslas un dizaina vidusskola;;62,3;24;;;2;1;4;2;4;7;4;
Rēzekne;Eksāmens angļu valodā (profesionālās vidējās izglītības programmās 4. kurss);Rēzeknes Mākslas un dizaina vidusskola;;60,3;21;;;2;3;2;2;3;6;1;2
Rēzekne;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Rēzeknes Mākslas un dizaina vidusskola;;50,4;24;;1;;4;5;8;6;;;
Rēzekne;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Rēzeknes Mākslas un dizaina vidusskola;;28,2;24;;6;10;4;1;3;;;;
Rēzekne;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Rēzeknes tehnikums;;41,9;139;;12;27;32;27;13;18;5;5;
Rēzekne;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Rēzeknes tehnikums;;43,1;158;3;7;31;20;41;29;21;5;1;
Rēzekne;Eksāmens latviešu valodā (profesionālās vidējās izglītības programmās 4. kurss);Rēzeknes tehnikums;;11,0;2;1;1;;;;;;;;
Rēzekne;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Rēzeknes tehnikums;;21,2;133;23;53;29;14;8;1;5;;;
Rēzekne;Eksāmens matemātikā (profesionālās vidējās izglītības programmās 4. kurss);Rēzeknes tehnikums;;4,0;3;3;;;;;;;;;
Rēzekne;Eksāmens matemātikā (vispārīgais mācību satura apguves līmenis);Rēzeknes tehnikums;;29,1;19;3;3;4;4;3;1;1;;;
Rēzekne;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Rēzeknes Valsts 1. ģimnāzija;;69,3;28;;;;2;1;4;5;9;5;2
Rēzekne;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Rēzeknes Valsts 1. ģimnāzija;;76,6;89;;;;;3;5;19;24;23;15
Rēzekne;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Rēzeknes Valsts 1. ģimnāzija;;58,4;26;;;;1;5;9;7;2;2;
Rēzekne;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Rēzeknes Valsts 1. ģimnāzija;;44,4;8;;;1;2;2;2;;1;;
Rēzekne;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Rēzeknes Valsts 1. ģimnāzija;;50,4;14;;;;2;6;3;2;1;;
Rēzekne;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Rēzeknes Valsts 1. ģimnāzija;;65,4;81;;;;2;9;13;29;15;11;2
Rēzekne;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Rēzeknes Valsts 1. ģimnāzija;;65,8;18;;;;;2;1;8;5;2;
Rēzekne;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Rēzeknes Valsts 1. ģimnāzija;;57,3;32;;;2;3;8;5;4;6;2;2
Rēzekne;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Rēzeknes Valsts 1. ģimnāzija;;60,5;95;;;7;7;13;20;18;12;12;6
Rēzekne;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Rēzeknes Valsts 1. ģimnāzija;;42,2;25;;;2;6;13;4;;;;
Rēzekne;Eksāmens vēsturē (augstākais mācību satura apguves līmenis);Rēzeknes Valsts 1. ģimnāzija;;59,8;6;;;;1;;1;2;2;;
Rēzekne;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Rēzeknes valsts poļu ģimnāzija;;64,8;9;;;;;1;1;5;2;;
Rēzekne;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Rēzeknes valsts poļu ģimnāzija;;55,3;33;;;2;5;5;10;2;7;2;
Rēzekne;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Rēzeknes valsts poļu ģimnāzija;;38,3;12;;1;3;3;2;2;1;;;
Rēzekne;Eksāmens dizainā un tehnoloģijās (augstākais mācību satura apguves līmenis);Rēzeknes valsts poļu ģimnāzija;;61,9;16;;;;;1;3;9;3;;
Rēzekne;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Rēzeknes valsts poļu ģimnāzija;;55,0;1;;;;;;1;;;;
Rēzekne;Eksāmens ģeogrāfijā (augstākais mācību satura apguves līmenis;Rēzeknes valsts poļu ģimnāzija;;33,0;1;;;;1;;;;;;
Rēzekne;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Rēzeknes valsts poļu ģimnāzija;;39,0;4;;1;;1;1;;1;;;
Rēzekne;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Rēzeknes valsts poļu ģimnāzija;;59,8;33;;;;1;6;11;8;5;2;
Rēzekne;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Rēzeknes valsts poļu ģimnāzija;;61,0;3;;;;;1;;1;1;;
Rēzekne;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Rēzeknes valsts poļu ģimnāzija;;52,5;4;;;1;;1;1;;;1;
Rēzekne;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Rēzeknes valsts poļu ģimnāzija;;43,8;27;;1;8;6;3;2;3;2;1;1
Rēzekne;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Rēzeknes valsts poļu ģimnāzija;;40,4;8;;;2;1;3;2;;;;
Rēzekne;Eksāmens vēsturē (augstākais mācību satura apguves līmenis);Rēzeknes valsts poļu ģimnāzija;;41,0;8;;;2;2;2;2;;;;
Rēzeknes novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Dricānu vidusskola;;44,6;10;1;;2;1;2;2;;1;1;
Rēzeknes novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Dricānu vidusskola;;27,9;7;;2;3;1;1;;;;;
Rēzeknes novads;Eksāmens kultūrā un mākslā (augstākais mācību satura apguves līmenis);Dricānu vidusskola;;26,8;5;;1;1;3;;;;;;
Rēzeknes novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Dricānu vidusskola;;24,0;2;;;2;;;;;;;
Rēzeknes novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Dricānu vidusskola;;45,3;16;;;1;6;3;3;3;;;
Rēzeknes novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Dricānu vidusskola;;40,0;7;;1;;3;1;1;1;;;
Rēzeknes novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Dricānu vidusskola;;30,1;10;;3;1;5;1;;;;;
Rēzeknes novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Kaunatas vidusskola;;34,0;19;1;5;4;2;1;4;;2;;
Rēzeknes novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Kaunatas vidusskola;;26,9;9;1;2;3;2;;;1;;;
Rēzeknes novads;Eksāmens ģeogrāfijā (augstākais mācību satura apguves līmenis;Kaunatas vidusskola;;35,8;10;;1;1;2;6;;;;;
Rēzeknes novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Kaunatas vidusskola;;47,3;23;;2;1;3;7;5;4;1;;
Rēzeknes novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Kaunatas vidusskola;;23,5;24;3;10;4;4;1;1;;;1;
Rēzeknes novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Kaunatas vidusskola;;45,0;1;;;;;1;;;;;
Rēzeknes novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Lūcijas Rancānes Makašānu Amatu vidusskola;;17,5;4;;3;1;;;;;;;
Rēzeknes novads;Eksāmens dizainā un tehnoloģijās (augstākais mācību satura apguves līmenis);Lūcijas Rancānes Makašānu Amatu vidusskola;;44,3;4;;;;1;2;1;;;;
Rēzeknes novads;Eksāmens kultūrā un mākslā (augstākais mācību satura apguves līmenis);Lūcijas Rancānes Makašānu Amatu vidusskola;;26,8;4;;;3;1;;;;;;
Rēzeknes novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Lūcijas Rancānes Makašānu Amatu vidusskola;;42,8;4;;;;1;3;;;;;
Rēzeknes novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Lūcijas Rancānes Makašānu Amatu vidusskola;;31,4;5;;;2;2;1;;;;;
Rēzeknes novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Maltas vidusskola;;66,0;7;;;;;;3;1;2;1;
Rēzeknes novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Maltas vidusskola;;46,3;33;;4;5;1;9;5;4;1;4;
Rēzeknes novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Maltas vidusskola;;36,5;8;;1;1;2;2;2;;;;
Rēzeknes novads;Eksāmens ģeogrāfijā (augstākais mācību satura apguves līmenis;Maltas vidusskola;;33,0;5;;;2;2;;1;;;;
Rēzeknes novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Maltas vidusskola;;50,4;34;1;;4;7;4;3;9;4;2;
Rēzeknes novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Maltas vidusskola;;58,6;20;;;1;;2;9;5;1;2;
Rēzeknes novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Maltas vidusskola;;37,3;3;;1;;1;;;1;;;
Rēzeknes novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Maltas vidusskola;;29,3;34;6;10;4;3;5;3;1;2;;
Rēzeknes novads;Eksāmens programmēšanā (augstākais mācību satura apguves līmenis);Maltas vidusskola;;31,0;1;;;;1;;;;;;
Rēzeknes novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Maltas vidusskola;;31,2;6;;;4;1;1;;;;;
Rēzeknes novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Nautrēnu vidusskola;;56,7;11;;;1;3;;1;2;3;;1
Rēzeknes novads;Eksāmens dizainā un tehnoloģijās (augstākais mācību satura apguves līmenis);Nautrēnu vidusskola;;53,0;3;;;;;1;1;1;;;
Rēzeknes novads;Eksāmens ģeogrāfijā (augstākais mācību satura apguves līmenis;Nautrēnu vidusskola;;53,5;8;;;1;1;2;1;;3;;
Rēzeknes novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Nautrēnu vidusskola;;58,6;9;;;;1;1;2;3;2;;
Rēzeknes novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Nautrēnu vidusskola;;44,4;5;;;1;2;;1;;;1;
Rēzeknes novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Nautrēnu vidusskola;;39,9;11;;;2;4;3;2;;;;
Rēzeknes novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Nautrēnu vidusskola;;33,4;8;;;1;6;;1;;;;
Rēzeknes novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Viļānu vidusskola;;39,0;14;;;5;3;3;1;1;1;;
Rēzeknes novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Viļānu vidusskola;;52,6;15;;1;1;;5;2;3;3;;
Rēzeknes novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Viļānu vidusskola;;47,0;3;;;;1;1;;1;;;
Rēzeknes novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Viļānu vidusskola;;50,7;14;;;;1;7;2;4;;;
Rēzeknes novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Viļānu vidusskola;;55,7;13;;;;;6;3;2;2;;
Rēzeknes novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Viļānu vidusskola;;41,4;7;;1;1;1;2;;2;;;
Rēzeknes novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Viļānu vidusskola;;30,2;16;;4;6;1;2;3;;;;
Rīga;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);"""VisLatvijas vidusskola""";;63,5;4;;;;1;;;1;1;1;
Rīga;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);"""VisLatvijas vidusskola""";;53,0;2;;1;;;;;;;1;
Rīga;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);"""VisLatvijas vidusskola""";;37,8;5;;1;;1;1;2;;;;
Rīga;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);"""VisLatvijas vidusskola""";;16,0;4;3;;;;1;;;;;
Rīga;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);"""VisLatvijas vidusskola""";;34,0;2;;1;;;;1;;;;
Rīga;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);"""VisLatvijas vidusskola""";;28,0;2;;;1;1;;;;;;
Rīga;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Āgenskalna Valsts ģimnāzija;;77,9;137;;;;;;4;23;47;51;12
Rīga;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Āgenskalna Valsts ģimnāzija;;72,5;33;;;;;;2;6;19;6;
Rīga;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Āgenskalna Valsts ģimnāzija;;53,4;25;;;;4;9;4;5;2;1;
Rīga;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Āgenskalna Valsts ģimnāzija;;59,9;15;;;;2;;3;7;3;;
Rīga;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Āgenskalna Valsts ģimnāzija;;78,3;133;;;;;;1;19;54;49;10
Rīga;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Āgenskalna Valsts ģimnāzija;;82,9;15;;;;;;;2;3;5;5
Rīga;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Āgenskalna Valsts ģimnāzija;;75,4;117;;;;3;6;10;16;28;32;22
Rīga;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Āgenskalna Valsts ģimnāzija;;61,3;30;;;1;1;7;6;4;5;6;
Rīga;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Āgenskalna Valsts ģimnāzija;;60,1;7;;;;;1;4;1;;1;
Rīga;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Eiropas Tālmācības vidusskola;;54,8;144;;3;13;15;24;29;22;25;11;2
Rīga;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Eiropas Tālmācības vidusskola;;42,6;24;1;2;5;5;2;3;2;3;1;
Rīga;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Eiropas Tālmācības vidusskola;;28,6;18;;6;2;9;;;1;;;
Rīga;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Eiropas Tālmācības vidusskola;;20,0;1;;;1;;;;;;;
Rīga;Eksāmens krievu valodā (augstākais mācību satura apguves līmenis);Eiropas Tālmācības vidusskola;;78,3;77;;;;;2;3;9;21;36;6
Rīga;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Eiropas Tālmācības vidusskola;;38,9;7;;1;;3;2;;;;1;
Rīga;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Eiropas Tālmācības vidusskola;;38,3;103;6;11;13;21;30;11;6;4;1;
Rīga;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Eiropas Tālmācības vidusskola;;45,3;71;1;1;7;15;19;17;9;2;;
Rīga;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Eiropas Tālmācības vidusskola;;70,0;5;;1;;;;;;1;2;1
Rīga;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Eiropas Tālmācības vidusskola;;21,8;159;29;60;34;17;10;3;3;2;1;
Rīga;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Eiropas Tālmācības vidusskola;;34,2;33;1;4;5;11;9;1;2;;;
Rīga;Eksāmens vācu valodā (augstākais mācību satura apguves līmenis);Eiropas Tālmācības vidusskola;;70,0;1;;;;;;;;1;;
Rīga;Eksāmens vācu valodā (optimālais mācību satura apguves līmenis);Eiropas Tālmācības vidusskola;;54,0;1;;;;;;1;;;;
Rīga;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Emīla Dārziņa mūzikas skola;"Mākslu izglītības kompetences centrs ""Nacionālā Mākslu vidusskola""";74,7;3;;;;;;;;2;1;
Rīga;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Emīla Dārziņa mūzikas skola;"Mākslu izglītības kompetences centrs ""Nacionālā Mākslu vidusskola""";71,1;10;;;;;;3;3;1;2;1
Rīga;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Emīla Dārziņa mūzikas skola;"Mākslu izglītības kompetences centrs ""Nacionālā Mākslu vidusskola""";71,3;18;;;;;1;2;4;7;4;
Rīga;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Emīla Dārziņa mūzikas skola;"Mākslu izglītības kompetences centrs ""Nacionālā Mākslu vidusskola""";70,0;1;;;;;;;;1;;
Rīga;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Emīla Dārziņa mūzikas skola;"Mākslu izglītības kompetences centrs ""Nacionālā Mākslu vidusskola""";71,0;2;;;;;;;1;;1;
Rīga;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Emīla Dārziņa mūzikas skola;"Mākslu izglītības kompetences centrs ""Nacionālā Mākslu vidusskola""";60,0;5;;;;1;1;1;;;2;
Rīga;Eksāmens matemātikā (vispārīgais mācību satura apguves līmenis);Emīla Dārziņa mūzikas skola;"Mākslu izglītības kompetences centrs ""Nacionālā Mākslu vidusskola""";73,2;14;;;;1;;;3;5;3;2
Rīga;Eksāmens vācu valodā (optimālais mācību satura apguves līmenis);Emīla Dārziņa mūzikas skola;"Mākslu izglītības kompetences centrs ""Nacionālā Mākslu vidusskola""";46,8;5;;;1;1;1;1;1;;;
